A,C,D,E,F,G,H,I,J
4747,Deborah Brumfield,10695,1421.89,205.99,2.5,Manitoba,Telephones and Communication,0.59
4748,Keith Dawkins,11719,-1044.92,500.97,69.3,Manitoba,Office Machines,0.37
4749,Keith Dawkins,11719,-74.88,21.38,8.99,Manitoba,Pens & Art Supplies,0.59
4750,Keith Dawkins,11719,-56.05,28.99,8.59,Manitoba,Telephones and Communication,0.56
4751,Marc Crier,11908,-556.18,280.98,57,Manitoba,Chairs & Chairmats,0.78
4752,Scot Wooten,13765,180.88,36.55,13.89,Manitoba,Pens & Art Supplies,0.41
4753,Keith Dawkins,14055,167.18,22.23,3.63,Manitoba,Office Furnishings,0.52
4754,Deborah Brumfield,14342,3857.43,300.97,7.18,Manitoba,Computer Peripherals,0.48
4755,Steve Chapman,14756,-25.38,19.23,6.15,Manitoba,Office Furnishings,0.44
4756,Nicole Brennan,14785,39.69,4.91,0.5,Manitoba,Labels,0.36
4757,Nicole Brennan,14785,146.51,28.15,6.17,Manitoba,Pens & Art Supplies,0.55
4758,John Lee,14855,-150.9,3.58,5.47,Manitoba,Binders and Binder Accessories,0.37
4759,John Lee,14855,-150.53,2.23,4.57,Manitoba,Office Furnishings,0.41
4760,John Lee,14855,-168.48,124.49,51.94,Manitoba,Tables,0.63
4761,Logan Currie,15045,-640.6,122.99,70.2,Manitoba,Chairs & Chairmats,0.74
4762,John Lee,16289,2040.87,125.99,2.5,Manitoba,Telephones and Communication,0.58
4763,Marc Crier,19621,-30.4,3.14,1.92,Manitoba,"Scissors, Rulers and Trimmers",0.84
4764,Marc Crier,19621,-43.26,7.98,6.5,Manitoba,Storage & Organization,0.59
4765,John Lee,20036,-533.44,150.98,66.27,Manitoba,Bookcases,0.65
4766,John Lee,20036,307.25,95.99,4.9,Manitoba,Telephones and Communication,0.56
4767,Denise Monton,20773,122.54,10.91,2.99,Manitoba,Binders and Binder Accessories,0.38
4768,Deborah Brumfield,20967,13340.26,599.99,24.49,Manitoba,Copiers and Fax,0.37
4769,Deborah Brumfield,20967,-397.53,125.99,8.08,Manitoba,Telephones and Communication,0.57
4770,Keith Dawkins,21478,126.95,25.38,8.99,Manitoba,Office Furnishings,0.5
4771,Keith Dawkins,21478,728.49,48.04,5.79,Manitoba,Paper,0.37
4772,Keith Dawkins,21633,69.63,18.7,8.99,Manitoba,Office Furnishings,0.47
4773,Marc Crier,21696,-51.91,19.35,12.79,Manitoba,Binders and Binder Accessories,0.39
4774,Denise Monton,22851,218.89,28.48,1.99,Manitoba,Computer Peripherals,0.4
4775,Denise Monton,22851,-48.55,2.08,5.33,Manitoba,Office Furnishings,0.43
4776,Denise Monton,22851,233.56,45.99,4.99,Manitoba,Telephones and Communication,0.56
4777,Keith Dawkins,23557,547.96,136.98,24.49,Manitoba,Office Furnishings,0.59
4778,Steve Chapman,24577,20.09,22.84,5.47,Manitoba,Paper,0.39
4779,Ken Black,24961,-205.29,58.14,36.61,Manitoba,Bookcases,0.61
4780,Deborah Brumfield,24966,817.98,120.33,19.99,Manitoba,Storage & Organization,0.59
4781,Deborah Brumfield,27363,98.34,20.24,6.67,Manitoba,Office Furnishings,0.49
4782,Marc Crier,29028,4722.77,400.97,14.7,Manitoba,Office Machines,0.59
4783,Denise Monton,29156,-76.58,20.97,4,Manitoba,Computer Peripherals,0.77
4784,Scot Wooten,29282,-26.44,6.48,9.54,Manitoba,Paper,0.37
4785,Dave Brooks,29957,-824.91,95.98,58.2,Manitoba,Chairs & Chairmats,0.58
4786,Marc Crier,30053,349.22,80.97,33.6,Manitoba,Office Machines,0.37
4787,Denise Monton,30081,-136.45,8.04,8.94,Manitoba,Binders and Binder Accessories,0.4
4788,Keith Dawkins,30214,-21.26,10.44,5.75,Manitoba,Binders and Binder Accessories,0.39
4789,Steve Chapman,30497,85.68,20.98,8.83,Manitoba,Binders and Binder Accessories,0.37
4790,Steve Chapman,30497,-61.9,5.98,5.35,Manitoba,Paper,0.4
4791,Marc Crier,30917,-45.6,8.12,2.83,Manitoba,Computer Peripherals,0.77
4792,Marc Crier,30917,-32.3,96.45,13.99,Manitoba,Office Machines,0.38
4793,Steve Chapman,31681,-93.78,5.28,5.66,Manitoba,Paper,0.4
4794,Logan Currie,31777,1590.95,200.98,23.76,Manitoba,Chairs & Chairmats,0.58
4795,Logan Currie,31777,1.85,12.28,6.47,Manitoba,Paper,0.38
4796,John Lee,32710,-59.06,12.44,6.27,Manitoba,Storage & Organization,0.57
4797,Keith Dawkins,33060,-11.04,3.74,4.69,Manitoba,Binders and Binder Accessories,0.35
4798,Keith Dawkins,33254,159.25,39.98,9.2,Manitoba,Office Furnishings,0.65
4799,John Lee,33605,-218.53,3.52,6.83,Manitoba,Binders and Binder Accessories,0.38
4800,Marc Crier,34180,-4.9,5.78,8.09,Manitoba,Paper,0.36
4801,Joe Elijah,35137,7.3,5.34,2.99,Manitoba,Binders and Binder Accessories,0.38
4802,Joe Elijah,35137,283.79,23.99,6.71,Manitoba,Envelopes,0.35
4803,Marc Crier,36838,11.29,6.3,0.5,Manitoba,Labels,0.39
4804,Steve Chapman,37252,408.73,70.97,3.5,Manitoba,Appliances,0.59
4805,Steve Chapman,37252,-31.2,8.32,2.38,Manitoba,Computer Peripherals,0.74
4806,Steve Chapman,37252,-37.19,49.99,19.99,Manitoba,Computer Peripherals,0.45
4807,Steve Chapman,37252,7497.55,880.98,44.55,Manitoba,Bookcases,0.62
4808,Steve Chapman,38979,-1701.96,70.98,59.81,Manitoba,Chairs & Chairmats,0.6
4809,Steve Chapman,38979,1021.07,82.99,5.5,Manitoba,Computer Peripherals,0.44
4810,Steve Chapman,38979,-16.63,1.95,1.63,Manitoba,Pens & Art Supplies,0.46
4811,Ken Black,39619,265.87,49.34,10.25,Manitoba,Office Furnishings,0.57
4812,John Lee,40101,33.77,49.99,19.99,Manitoba,Computer Peripherals,0.45
4813,Marc Crier,41542,-194.83,124.49,51.94,Manitoba,Tables,0.63
4814,Joe Elijah,42565,47.52,8.69,2.99,Manitoba,Binders and Binder Accessories,0.39
4815,Steve Chapman,42823,-22.56,4.28,6.18,Manitoba,Paper,0.4
4816,John Lee,43398,-193.97,159.31,60,Manitoba,Tables,0.55
4817,John Lee,44002,-66.48,6.68,5.66,Manitoba,Paper,0.37
4818,John Lee,44002,-52.33,17.7,9.47,Manitoba,Storage & Organization,0.59
4819,Cynthia Delaney,44196,7.5,5.18,2.04,Manitoba,Paper,0.36
4820,Keith Dawkins,44359,24.83,6.08,0.91,Manitoba,Pens & Art Supplies,0.51
4821,Denise Monton,44871,-75.09,3.28,4.2,Manitoba,Pens & Art Supplies,0.56
4822,Marc Crier,46055,-5.6,50.98,6.5,Manitoba,Computer Peripherals,0.73
4823,Keith Dawkins,46624,42.84,4.13,0.5,Manitoba,Labels,0.39
4824,Keith Dawkins,46624,-50.6,4.28,6.72,Manitoba,Paper,0.4
4825,Ed Braxton,47079,-1179.39,31.76,45.51,Manitoba,Tables,0.65
4826,Marc Crier,47494,659.6,45.19,1.99,Manitoba,Computer Peripherals,0.55
4827,Marc Crier,47494,-28.14,4.98,6.07,Manitoba,Paper,0.36
4828,Lindsay Williams,47622,3702,204.1,13.99,Manitoba,Office Machines,0.37
4829,Lindsay Williams,47938,-113.05,20.99,2.5,Manitoba,Telephones and Communication,0.81
4830,John Lee,48032,-283.31,7.77,9.23,Manitoba,Appliances,0.58
4831,John Lee,48032,-104.43,15.14,4.53,Manitoba,Storage & Organization,0.81
4832,Ed Braxton,49062,-25.68,2.98,2.03,Manitoba,Pens & Art Supplies,0.57
4833,Joe Elijah,49541,16.46,13.43,5.5,Manitoba,Storage & Organization,0.57
4834,Keith Dawkins,49799,-593.15,376.13,85.63,Manitoba,Tables,0.74
4835,Keith Dawkins,49799,-6.57,195.99,8.99,Manitoba,Telephones and Communication,0.6
4836,Ed Braxton,49828,-91.48,6.48,6.6,Manitoba,Paper,0.37
4837,Cynthia Delaney,50054,1370.26,99.99,19.99,Manitoba,Office Machines,0.52
4838,Cynthia Delaney,50054,182.46,33.29,8.74,Manitoba,Storage & Organization,0.61
4839,Marc Crier,50370,-67.6,4.24,5.41,Manitoba,Binders and Binder Accessories,0.35
4840,Scot Wooten,51009,-29.14,4.18,6.92,Manitoba,Office Furnishings,0.49
4841,Joe Elijah,55200,-56.91,15.15,10.13,Manitoba,Binders and Binder Accessories,0.38
4842,Joe Elijah,55200,-830.72,205.99,2.79,Manitoba,Telephones and Communication,0.58
4843,Ed Braxton,55808,-382.98,122.99,70.2,Manitoba,Chairs & Chairmats,0.74
4844,Ed Braxton,55808,104.33,20.99,4.81,Manitoba,Telephones and Communication,0.58
4845,Stefanie Holloman,55937,-146.2,39.98,7.12,Manitoba,Computer Peripherals,0.67
4846,Stefanie Holloman,55937,53.79,376.13,85.63,Manitoba,Tables,0.74
4847,Ed Braxton,56161,118.97,39.99,10.25,Manitoba,Computer Peripherals,0.55
4848,Ed Braxton,57477,119.12,14.56,3.5,Manitoba,Appliances,0.58
4849,Ed Braxton,57477,1560.96,85.99,2.5,Manitoba,Telephones and Communication,0.35
4850,Phillip Flathmann,59044,1.25,3.08,0.99,Manitoba,Labels,0.37
4851,Corey Catlett,59204,-66.24,5.8,5.59,Manitoba,Binders and Binder Accessories,0.4
4852,Ed Braxton,59969,205.7,9.9,1.39,Manitoba,Envelopes,0.37
4853,Ed Braxton,59969,-87.11,15.7,11.25,Manitoba,Storage & Organization,0.6
4854,Valerie Takahito,166,-126.09,65.99,8.99,Manitoba,Telephones and Communication,0.55
4855,Penelope Sewall,197,33.22,12.98,3.14,Manitoba,"Scissors, Rulers and Trimmers",0.6
4856,Sean Braxton,231,-490.84,363.25,19.99,Manitoba,Appliances,0.57
4857,Valerie Dominguez,487,-18.96,10.89,4.5,Manitoba,Appliances,0.59
4858,Susan MacKendrick,710,-150.37,3.58,5.47,Manitoba,Binders and Binder Accessories,0.37
4859,Susan MacKendrick,710,89.03,41.32,8.66,Manitoba,Office Furnishings,0.76
4860,Susan MacKendrick,710,731.32,145.45,17.85,Manitoba,Office Machines,0.56
4861,Thais Sissman,801,-47.41,2.74,3.5,Manitoba,Pens & Art Supplies,0.58
4862,Valerie Dominguez,870,475.54,70.97,3.5,Manitoba,Appliances,0.59
4863,Tanja Norvell,1253,-30.19,31.98,6.72,Manitoba,Storage & Organization,0.75
4864,Linda Southworth,1542,586.93,48.58,3.99,Manitoba,Appliances,0.56
4865,Linda Southworth,1542,27.2,35.51,6.31,Manitoba,Storage & Organization,0.58
4866,Michael Moore,2497,636.03,205.99,5.26,Manitoba,Telephones and Communication,0.56
4867,Patrick Ryan,2630,37.14,4.73,1.52,Manitoba,Paper,0.36
4868,Troy Blackwell,2657,2108.8,279.81,23.19,Manitoba,Appliances,0.59
4869,Troy Blackwell,2657,464.36,65.99,8.99,Manitoba,Telephones and Communication,0.55
4870,Thais Sissman,2688,844.9,85.99,1.25,Manitoba,Telephones and Communication,0.39
4871,Thais Sissman,2688,-98.46,20.97,6.5,Manitoba,Computer Peripherals,0.78
4872,Thais Sissman,2688,61.24,155.99,3.9,Manitoba,Telephones and Communication,0.55
4873,Ross Baird,2816,220.04,21.98,2.87,Manitoba,Pens & Art Supplies,0.55
4874,Ross Baird,2818,192.39,15.68,3.73,Manitoba,Office Furnishings,0.46
4875,Ross Baird,2818,44.71,14.98,8.99,Manitoba,Office Furnishings,0.39
4876,Ross Baird,2818,-42.72,38.76,13.26,Manitoba,Paper,0.36
4877,Tracy Zic,3040,-31.54,6.48,6.6,Manitoba,Paper,0.37
4878,Jack Garza,3108,-0.46,1.82,1,Manitoba,Pens & Art Supplies,0.4
4879,Gary McGarr,3459,218.87,110.99,8.99,Manitoba,Telephones and Communication,0.57
4880,Mick Crebagga,3488,-1864.08,122.99,70.2,Manitoba,Chairs & Chairmats,0.74
4881,Mick Crebagga,3488,-0.31,21.98,2.87,Manitoba,Pens & Art Supplies,0.55
4882,Roy Skaria,3492,524.88,67.28,19.99,Manitoba,Binders and Binder Accessories,0.4
4883,Roy Skaria,3492,-1195.12,130.98,54.74,Manitoba,Bookcases,0.69
4884,Roy Skaria,3492,-6.34,2.78,1.25,Manitoba,Pens & Art Supplies,0.59
4885,Roy Skaria,3553,-4.04,2.94,0.96,Manitoba,Pens & Art Supplies,0.58
4886,Steven Ward,3622,-48.51,4.24,5.41,Manitoba,Binders and Binder Accessories,0.35
4887,Tanja Norvell,3810,-1845.66,4.48,49,Manitoba,Appliances,0.6
4888,Tanja Norvell,3810,35.09,2.61,0.5,Manitoba,Labels,0.39
4889,Tanja Norvell,4451,-65.21,21.38,8.99,Manitoba,Pens & Art Supplies,0.59
4890,Ryan Crowe,4516,-113.45,6.68,6.93,Manitoba,Paper,0.37
4891,Roy Skaria,4578,-141.44,6.48,6.74,Manitoba,Paper,0.37
4892,Roy Skaria,4578,-250.53,14.81,13.32,Manitoba,Appliances,0.43
4893,Roy Skaria,4578,86.33,20.24,6.67,Manitoba,Office Furnishings,0.49
4894,Steven Ward,4611,7176.12,500.98,28.14,Manitoba,Office Machines,0.38
4895,Irene Maddox,5281,624.36,120.98,30,Manitoba,Chairs & Chairmats,0.64
4896,Irene Maddox,5281,1107.53,209.84,21.21,Manitoba,Office Furnishings,0.59
4897,Nick Radford,5635,-28.35,11.5,7.19,Manitoba,Binders and Binder Accessories,0.4
4898,Nick Radford,5635,-161.56,5.77,5.92,Manitoba,Office Furnishings,0.55
4899,Theresa Swint,5696,251.43,525.98,19.99,Manitoba,Binders and Binder Accessories,0.37
4900,Theresa Swint,5696,190.53,16.51,2.99,Manitoba,Binders and Binder Accessories,0.37
4901,Theresa Swint,5696,-93.41,5.98,3.85,Manitoba,Computer Peripherals,0.68
4902,Maurice Satty,5921,2.69,13.43,5.5,Manitoba,Storage & Organization,0.57
4903,Henry Goldwyn,6241,45,5.84,1,Manitoba,Pens & Art Supplies,0.38
4904,Henry Goldwyn,6241,1365.28,205.99,8.99,Manitoba,Telephones and Communication,0.6
4905,Mick Crebagga,6406,-70.8,2.08,2.56,Manitoba,"Scissors, Rulers and Trimmers",0.55
4906,Roy Skaria,6625,5713.53,880.98,44.55,Manitoba,Bookcases,0.62
4907,Victor Price,6854,-2.39,7.68,6.16,Manitoba,Binders and Binder Accessories,0.35
4908,Victor Price,6854,2.39,6.64,4.95,Manitoba,Office Furnishings,0.37
4909,Maureen Grace,7335,1196.44,95.99,4.9,Manitoba,Telephones and Communication,0.56
4910,Eric Hoffmann,7457,624.64,60.98,19.99,Manitoba,Envelopes,0.38
4911,Eric Hoffmann,7457,124.24,11.55,2.36,Manitoba,Pens & Art Supplies,0.55
4912,Jill Stevenson,7653,597.31,48.04,5.09,Manitoba,Paper,0.37
4913,Evan Bailliet,7783,-14.62,8.85,5.6,Manitoba,Binders and Binder Accessories,0.36
4914,Meg Tillman,7905,183.9,259.71,66.67,Manitoba,Tables,0.61
4915,Gary McGarr,8064,1069.61,243.98,62.94,Manitoba,Chairs & Chairmats,0.57
4916,Russell D'Ascenzo,8130,-47.23,4.13,5.04,Manitoba,Binders and Binder Accessories,0.38
4917,Gary Hwang,8294,-90.84,7.99,5.03,Manitoba,Telephones and Communication,0.6
4918,Meg Tillman,8384,-698.09,140.98,36.09,Manitoba,Bookcases,0.77
4919,Joseph Airdo,8580,-3.95,11.58,6.97,Manitoba,Envelopes,0.35
4920,Joseph Airdo,8580,-215.57,7.77,9.23,Manitoba,Appliances,0.58
4921,Emily Ducich,8646,-327.65,4.48,49,Manitoba,Appliances,0.6
4922,Emily Ducich,8646,4161.98,350.99,39,Manitoba,Chairs & Chairmats,0.55
4923,Emily Ducich,8646,-127.11,40.98,6.5,Manitoba,Computer Peripherals,0.74
4924,Emily Ducich,8646,2154.07,349.45,60,Manitoba,Tables,
4925,Stewart Visinsky,8993,86.78,3.69,0.5,Manitoba,Labels,0.38
4926,Tanja Norvell,8996,-48.85,65.99,8.99,Manitoba,Telephones and Communication,0.59
4927,Linda Southworth,8998,66.47,50.98,13.66,Manitoba,Appliances,0.58
4928,Linda Southworth,8998,49.82,22.24,1.99,Manitoba,Computer Peripherals,0.43
4929,Linda Southworth,8998,-19.75,13.43,5.5,Manitoba,Storage & Organization,0.57
4930,Henry Goldwyn,9124,-0.84,152.48,6.5,Manitoba,Computer Peripherals,0.74
4931,Henry Goldwyn,9124,-118.56,4.98,7.28,Manitoba,Paper,0.38
4932,Steven Cartwright,9152,-129.69,7.99,5.03,Manitoba,Telephones and Communication,0.6
4933,Steven Cartwright,9312,-179.17,25.98,14.36,Manitoba,Chairs & Chairmats,0.6
4934,Sue Ann Reed,9700,-59.74,3.14,1.92,Manitoba,"Scissors, Rulers and Trimmers",0.84
4935,Irene Maddox,9826,-7.3,17.48,1.99,Manitoba,Computer Peripherals,0.45
4936,Thais Sissman,9954,-381.16,280.98,57,Manitoba,Chairs & Chairmats,0.78
4937,Thais Sissman,9954,-166.44,4.98,7.44,Manitoba,Paper,0.36
4938,Thais Sissman,9954,22.06,3.98,0.83,Manitoba,Pens & Art Supplies,0.51
4939,Sanjit Engle,10081,245,20.28,6.68,Manitoba,Office Furnishings,0.53
4940,Katherine Ducich,10272,-50.43,90.48,19.99,Manitoba,Envelopes,0.4
4941,Katherine Ducich,10272,76.43,22.84,8.18,Manitoba,Paper,0.39
4942,Victor Price,10530,-411.65,110.99,2.5,Manitoba,Telephones and Communication,0.57
4943,Tanja Norvell,11270,-21.85,8.6,6.19,Manitoba,Binders and Binder Accessories,0.38
4944,Eric Hoffmann,11431,-6.71,8.01,2.87,Manitoba,Paper,0.4
4945,Eric Hoffmann,11431,-615.67,205.99,8.99,Manitoba,Telephones and Communication,0.58
4946,Mike Gockenbach,11815,-37.22,15.73,7.42,Manitoba,"Scissors, Rulers and Trimmers",0.56
4947,Tanja Norvell,12097,-30.84,4.98,6.07,Manitoba,Paper,0.36
4948,Tanja Norvell,12097,-139.98,85.99,0.99,Manitoba,Telephones and Communication,0.85
4949,Tracy Zic,12196,25.14,17.98,8.51,Manitoba,Office Machines,0.4
4950,Tracy Zic,12196,2914.56,419.19,19.99,Manitoba,Storage & Organization,0.58
4951,Thais Sissman,12451,-372.82,130.98,54.74,Manitoba,Bookcases,0.69
4952,Thais Sissman,12451,-53.57,15.14,4.53,Manitoba,Storage & Organization,0.81
4953,Tom Zandusky,12483,607.5,120.98,9.07,Manitoba,Binders and Binder Accessories,0.35
4954,Tom Zandusky,12483,-701.91,100.98,57.38,Manitoba,Bookcases,0.78
4955,Tom Zandusky,12483,338.95,59.76,9.71,Manitoba,Storage & Organization,0.57
4956,Thais Sissman,12867,-57.95,19.98,4,Manitoba,Computer Peripherals,0.68
4957,Sue Ann Reed,12903,-191.79,35.99,5,Manitoba,Telephones and Communication,0.82
4958,Theresa Swint,13540,34.79,8.5,1.99,Manitoba,Computer Peripherals,0.49
4959,Theresa Swint,13540,-0.05,2.18,0.78,Manitoba,Rubber Bands,0.52
4960,Theresa Swint,13540,-26.78,12.28,6.13,Manitoba,Storage & Organization,0.57
4961,Denny Joy,13762,-23.62,6.28,5.36,Manitoba,Binders and Binder Accessories,0.4
4962,Denny Joy,13762,7.4,7.64,1.39,Manitoba,Envelopes,0.36
4963,Denny Joy,13762,39.81,3.15,0.5,Manitoba,Labels,0.37
4964,Steven Ward,14336,-114.39,39.99,10.25,Manitoba,Computer Peripherals,0.55
4965,Henia Zydlo,14400,-166.55,2.16,6.05,Manitoba,Binders and Binder Accessories,0.37
4966,Henia Zydlo,14400,-99.08,6.48,6.6,Manitoba,Paper,0.37
4967,Henia Zydlo,14400,-2110.56,146.05,80.2,Manitoba,Tables,0.71
4968,Tracy Collins,14500,211.79,19.98,5.77,Manitoba,Paper,0.38
4969,Tracy Collins,14500,289.02,34.58,8.99,Manitoba,Pens & Art Supplies,0.56
4970,Valerie Dominguez,14534,226.09,15.98,4,Manitoba,Computer Peripherals,0.37
4971,Michael Moore,14884,-301.68,95.99,4.9,Manitoba,Telephones and Communication,0.56
4972,Natalie Webber,15075,622.89,63.94,14.48,Manitoba,Office Furnishings,0.46
4973,Natalie Webber,15075,-56.3,5.02,5.14,Manitoba,Computer Peripherals,0.79
4974,Toby Knight,15234,268.01,125.99,8.99,Manitoba,Telephones and Communication,0.55
4975,Toby Knight,15234,-34.73,125.99,8.08,Manitoba,Telephones and Communication,0.57
4976,Maria Zettner,15270,90.86,6.98,1.6,Manitoba,Paper,0.38
4977,Nick Radford,15296,1082.21,161.55,19.99,Manitoba,Storage & Organization,0.66
4978,Thea Hudgings,15335,240.06,31.78,1.99,Manitoba,Computer Peripherals,0.42
4979,Natalie Webber,15712,-81.89,48.58,54.11,Manitoba,Bookcases,0.69
4980,Ross Baird,15906,-223.89,264.98,17.86,Manitoba,Office Machines,0.58
4981,Maurice Satty,16005,-21.38,6.81,5.48,Manitoba,Binders and Binder Accessories,0.37
4982,Maria Zettner,16103,104.77,19.84,4.1,Manitoba,Pens & Art Supplies,0.44
4983,Tanja Norvell,16225,-82.5,17.7,9.47,Manitoba,Storage & Organization,0.59
4984,Linda Southworth,16262,9.53,5.18,2.04,Manitoba,Paper,0.36
4985,Roy Skaria,16321,1871.26,142.86,19.99,Manitoba,Storage & Organization,0.56
4986,Ryan Crowe,16679,846.23,243.98,43.32,Manitoba,Chairs & Chairmats,0.55
4987,Natalie Webber,16775,1244.81,48.94,5.86,Manitoba,Paper,0.35
4988,Sue Ann Reed,16834,14.2,14.45,7.17,Manitoba,Binders and Binder Accessories,0.38
4989,Jill Stevenson,16837,-307.96,258.98,54.31,Manitoba,Chairs & Chairmats,0.55
4990,Penelope Sewall,16866,538.49,65.99,3.99,Manitoba,Telephones and Communication,0.59
4991,Gary Hwang,17058,-62.37,4.28,6.72,Manitoba,Paper,0.4
4992,Roy Skaria,17508,11.28,1.76,0.7,Manitoba,Pens & Art Supplies,0.56
4993,Nora Pelletier,18592,-15.5,10.98,3.37,Manitoba,"Scissors, Rulers and Trimmers",0.57
4994,Matthew Clasen,18757,123.15,6.98,1.6,Manitoba,Paper,0.38
4995,Thea Hudgings,18851,-204.81,5.98,10.39,Manitoba,Paper,0.4
4996,Gary Hwang,18853,55.21,6.68,1.5,Manitoba,Pens & Art Supplies,0.48
4997,Nora Pelletier,18884,-70.43,25.98,14.36,Manitoba,Chairs & Chairmats,0.6
4998,Nora Pelletier,18884,3825.69,449.99,24.49,Manitoba,Copiers and Fax,0.52
4999,Denny Joy,19300,-22.36,7.64,5.83,Manitoba,Paper,0.36
5000,Valerie Takahito,19361,317.53,37.7,2.99,Manitoba,Binders and Binder Accessories,0.35
5001,Valerie Takahito,19361,-14.28,8.56,5.16,Manitoba,Paper,0.38
5002,Valerie Dominguez,19557,13.99,2.62,0.8,Manitoba,Rubber Bands,0.39
5003,Valerie Dominguez,19557,15.56,33.89,5.1,Manitoba,Storage & Organization,0.6
5004,Gary Hwang,19586,-66.87,2.08,2.56,Manitoba,"Scissors, Rulers and Trimmers",0.55
5005,Victor Price,19718,-38.29,13.99,7.51,Manitoba,Office Machines,0.39
5006,Natalie Webber,19744,-34.39,11.97,4.98,Manitoba,Appliances,0.58
5007,Jack Garza,20069,-88.35,40.89,18.98,Manitoba,Office Furnishings,0.57
5008,Thais Sissman,20103,-17.5,9.99,6.24,Manitoba,Office Machines,0.36
5009,Thais Sissman,20103,-173.88,30.42,8.65,Manitoba,Computer Peripherals,0.74
5010,Susan MacKendrick,20135,43.23,2.61,0.5,Manitoba,Labels,0.39
5011,Susan MacKendrick,20135,2428.59,349.45,60,Manitoba,Tables,
5012,Mick Crebagga,20166,-693.33,205.99,8.99,Manitoba,Telephones and Communication,0.56
5013,Henia Zydlo,20192,504.35,45.19,1.99,Manitoba,Computer Peripherals,0.55
5014,Gary Hwang,20229,25.2,2.62,0.8,Manitoba,Rubber Bands,0.39
5015,Mike Gockenbach,20966,7.78,3.85,0.7,Manitoba,Pens & Art Supplies,0.44
5016,Mike Gockenbach,20966,308.12,22.24,1.99,Manitoba,Computer Peripherals,0.43
5017,Mike Gockenbach,20966,326.97,54.74,14.83,Manitoba,Office Furnishings,0.54
5018,Mike Gockenbach,21063,84.66,7.08,2.35,Manitoba,Pens & Art Supplies,0.47
5019,Mike Gockenbach,21063,-279.74,145.98,51.92,Manitoba,Tables,0.69
5020,Nora Pelletier,21412,-199.3,3.52,6.83,Manitoba,Binders and Binder Accessories,0.38
5021,Nora Pelletier,21412,-8.51,7.28,4.23,Manitoba,Paper,0.39
5022,Thea Hudgings,21442,-612.94,58.14,36.61,Manitoba,Bookcases,0.61
5023,Thea Hudgings,21442,401.07,15.57,1.39,Manitoba,Envelopes,0.38
5024,Maurice Satty,21444,-2.29,2.1,0.7,Manitoba,Pens & Art Supplies,0.57
5025,Tom Zandusky,21861,-135.4,47.98,3.61,Manitoba,Computer Peripherals,0.71
5026,Natalie Webber,21956,-301.91,65.99,8.99,Manitoba,Telephones and Communication,0.56
5027,Michael Moore,22051,-160.71,4.98,7.44,Manitoba,Paper,0.36
5028,Gary Hwang,22085,-147.82,6.48,7.37,Manitoba,Paper,0.37
5029,Gary Hwang,22085,-88.02,17.7,9.47,Manitoba,Storage & Organization,0.59
5030,Jamie Frazer,22086,-862.44,95.95,74.35,Manitoba,Chairs & Chairmats,0.57
5031,Natalie Webber,22118,1315.75,58.1,1.49,Manitoba,Binders and Binder Accessories,0.38
5032,Joseph Airdo,22304,-3.73,1.76,0.7,Manitoba,Pens & Art Supplies,0.56
5033,Irene Maddox,22919,41.33,4.91,0.5,Manitoba,Labels,0.36
5034,Tracy Zic,23041,-31.59,7.68,6.16,Manitoba,Binders and Binder Accessories,0.35
